problem type;benchmark set;filename;number of orders;capacity;random seed;policy;opt?;UB;LB;time [s]
OrderBatching;HENN;Instances_class-based\Instances_Largest_Gap\LG_O100_C60\55l-100-60-6.txt;100;60;6;traversal;false;8.628;8.496,22;3600
OrderBatching;HENN;Instances_class-based\Instances_Largest_Gap\LG_O100_C60\55l-100-60-7.txt;100;60;7;optimal;false;9.209;7.233,18;12,568
OrderBatching;HENN;Instances_class-based\Instances_Largest_Gap\LG_O100_C60\55l-100-60-7.txt;100;60;7;largest_gap;false;9.963;7.700,16;25,113
OrderBatching;HENN;Instances_class-based\Instances_Largest_Gap\LG_O100_C60\55l-100-60-7.txt;100;60;7;traversal;false;9.457;9.295,20;3600
OrderBatching;HENN;Instances_class-based\Instances_Largest_Gap\LG_O100_C60\55l-100-60-8.txt;100;60;8;optimal;false;8.223;6.070,07;64,381
OrderBatching;HENN;Instances_class-based\Instances_Largest_Gap\LG_O100_C60\55l-100-60-8.txt;100;60;8;largest_gap;false;9.041;7.617,12;3600
OrderBatching;HENN;Instances_class-based\Instances_Largest_Gap\LG_O100_C60\55l-100-60-8.txt;100;60;8;traversal;false;9.170;8.822,67;216,304
OrderBatching;HENN;Instances_class-based\Instances_Largest_Gap\LG_O100_C60\55l-100-60-9.txt;100;60;9;optimal;false;8.505;6.332,29;80,771
OrderBatching;HENN;Instances_class-based\Instances_Largest_Gap\LG_O100_C60\55l-100-60-9.txt;100;60;9;largest_gap;false;9.384;7.652,83;6,17
OrderBatching;HENN;Instances_class-based\Instances_Largest_Gap\LG_O100_C60\55l-100-60-9.txt;100;60;9;traversal;false;9.194;8.820,12;3600
OrderBatching;HENN;Instances_class-based\Instances_Largest_Gap\LG_O100_C75\56l-100-75-0.txt;100;75;0;optimal;false;7.301;4.589,96;3600
OrderBatching;HENN;Instances_class-based\Instances_Largest_Gap\LG_O100_C75\56l-100-75-0.txt;100;75;0;largest_gap;false;8.010;5.884,51;3600
OrderBatching;HENN;Instances_class-based\Instances_Largest_Gap\LG_O100_C75\56l-100-75-0.txt;100;75;0;traversal;false;7.627;7.280,59;3600
OrderBatching;HENN;Instances_class-based\Instances_Largest_Gap\LG_O100_C75\56l-100-75-1.txt;100;75;1;optimal;false;7.014;4.237,15;3600
OrderBatching;HENN;Instances_class-based\Instances_Largest_Gap\LG_O100_C75\56l-100-75-1.txt;100;75;1;largest_gap;false;7.864;5.379,46;1460,67
OrderBatching;HENN;Instances_class-based\Instances_Largest_Gap\LG_O100_C75\56l-100-75-1.txt;100;75;1;traversal;false;7.081;6.963,84;3600
OrderBatching;HENN;Instances_class-based\Instances_Largest_Gap\LG_O100_C75\56l-100-75-2.txt;100;75;2;optimal;false;7.468;4.294,38;3600
OrderBatching;HENN;Instances_class-based\Instances_Largest_Gap\LG_O100_C75\56l-100-75-2.txt;100;75;2;largest_gap;false;8.442;5.718,48;3600
OrderBatching;HENN;Instances_class-based\Instances_Largest_Gap\LG_O100_C75\56l-100-75-2.txt;100;75;2;traversal;false;7.600;7.476,92;3600
OrderBatching;HENN;Instances_class-based\Instances_Largest_Gap\LG_O100_C75\56l-100-75-3.txt;100;75;3;optimal;false;7.260;4.628,40;3600
OrderBatching;HENN;Instances_class-based\Instances_Largest_Gap\LG_O100_C75\56l-100-75-3.txt;100;75;3;largest_gap;false;8.008;4.481,26;3600
OrderBatching;HENN;Instances_class-based\Instances_Largest_Gap\LG_O100_C75\56l-100-75-3.txt;100;75;3;traversal;false;7.380;7.188,39;3600
OrderBatching;HENN;Instances_class-based\Instances_Largest_Gap\LG_O100_C75\56l-100-75-4.txt;100;75;4;optimal;false;6.789;3.637,37;3600
OrderBatching;HENN;Instances_class-based\Instances_Largest_Gap\LG_O100_C75\56l-100-75-4.txt;100;75;4;largest_gap;false;7.514;4.534,55;3600
OrderBatching;HENN;Instances_class-based\Instances_Largest_Gap\LG_O100_C75\56l-100-75-4.txt;100;75;4;traversal;false;7.241;6.823,15;3600
OrderBatching;HENN;Instances_class-based\Instances_Largest_Gap\LG_O100_C75\56l-100-75-5.txt;100;75;5;optimal;false;8.145;4.633,75;3600
OrderBatching;HENN;Instances_class-based\Instances_Largest_Gap\LG_O100_C75\56l-100-75-5.txt;100;75;5;largest_gap;false;8.780;4.983,80;3600
OrderBatching;HENN;Instances_class-based\Instances_Largest_Gap\LG_O100_C75\56l-100-75-5.txt;100;75;5;traversal;false;8.296;7.898,83;3600
OrderBatching;HENN;Instances_class-based\Instances_Largest_Gap\LG_O100_C75\56l-100-75-6.txt;100;75;6;optimal;false;7.204;4.973,55;3600
OrderBatching;HENN;Instances_class-based\Instances_Largest_Gap\LG_O100_C75\56l-100-75-6.txt;100;75;6;largest_gap;false;7.555;5.612,44;3600
OrderBatching;HENN;Instances_class-based\Instances_Largest_Gap\LG_O100_C75\56l-100-75-6.txt;100;75;6;traversal;false;7.416;7.214,39;3600
OrderBatching;HENN;Instances_class-based\Instances_Largest_Gap\LG_O100_C75\56l-100-75-7.txt;100;75;7;optimal;false;7.298;3.838,60;3600
OrderBatching;HENN;Instances_class-based\Instances_Largest_Gap\LG_O100_C75\56l-100-75-7.txt;100;75;7;largest_gap;false;7.894;4.811,49;3600
OrderBatching;HENN;Instances_class-based\Instances_Largest_Gap\LG_O100_C75\56l-100-75-7.txt;100;75;7;traversal;false;7.360;7.019,48;3600
OrderBatching;HENN;Instances_class-based\Instances_Largest_Gap\LG_O100_C75\56l-100-75-8.txt;100;75;8;optimal;false;7.417;4.389,52;3600
OrderBatching;HENN;Instances_class-based\Instances_Largest_Gap\LG_O100_C75\56l-100-75-8.txt;100;75;8;largest_gap;false;8.118;5.439,36;3600
OrderBatching;HENN;Instances_class-based\Instances_Largest_Gap\LG_O100_C75\56l-100-75-8.txt;100;75;8;traversal;false;7.852;7.493,64;3600
OrderBatching;HENN;Instances_class-based\Instances_Largest_Gap\LG_O100_C75\56l-100-75-9.txt;100;75;9;optimal;false;7.294;4.636,02;3600
OrderBatching;HENN;Instances_class-based\Instances_Largest_Gap\LG_O100_C75\56l-100-75-9.txt;100;75;9;largest_gap;false;7.996;5.117,98;3600
OrderBatching;HENN;Instances_class-based\Instances_Largest_Gap\LG_O100_C75\56l-100-75-9.txt;100;75;9;traversal;false;7.373;7.129,50;3600
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O100_C30\69s-100-30-0.txt;100;30;0;optimal;false;15.039;15.033;126,059
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O100_C30\69s-100-30-0.txt;100;30;0;largest_gap;false;15.858;15.857,20;2,565
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O100_C30\69s-100-30-0.txt;100;30;0;traversal;true;18.013;18.012,60;2,867
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O100_C30\69s-100-30-1.txt;100;30;1;optimal;true;18.165;18.165;2,893
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O100_C30\69s-100-30-1.txt;100;30;1;largest_gap;true;19.166;19.166;2,936
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O100_C30\69s-100-30-1.txt;100;30;1;traversal;true;21.701;21.701;178,48
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O100_C30\69s-100-30-2.txt;100;30;2;optimal;true;16.421;16.421;74,999
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O100_C30\69s-100-30-2.txt;100;30;2;largest_gap;true;17.312;17.312;21,391
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O100_C30\69s-100-30-2.txt;100;30;2;traversal;true;19.143;19.143;88,397
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O100_C30\69s-100-30-3.txt;100;30;3;optimal;true;15.753;15.753;3600
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O100_C30\69s-100-30-3.txt;100;30;3;largest_gap;true;16.558;16.558;3600
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O100_C30\69s-100-30-3.txt;100;30;3;traversal;true;18.650;18.650;3600
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O100_C30\69s-100-30-4.txt;100;30;4;optimal;true;18.571;18.571;3600
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O100_C30\69s-100-30-4.txt;100;30;4;largest_gap;true;19.671;19.671;3600
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O100_C30\69s-100-30-4.txt;100;30;4;traversal;true;22.278;22.278;3600
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O100_C30\69s-100-30-5.txt;100;30;5;optimal;false;16.620;16.559,50;3600
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O100_C30\69s-100-30-5.txt;100;30;5;largest_gap;true;17.458;17.458;3600
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O100_C30\69s-100-30-5.txt;100;30;5;traversal;true;19.510;19.510;3600
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O100_C30\69s-100-30-6.txt;100;30;6;optimal;true;16.140;16.140;3600
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O100_C30\69s-100-30-6.txt;100;30;6;largest_gap;true;16.961;16.961;3600
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O100_C30\69s-100-30-6.txt;100;30;6;traversal;true;19.123;19.123;3600
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O100_C30\69s-100-30-7.txt;100;30;7;optimal;true;16.315;16.315;3600
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O100_C30\69s-100-30-7.txt;100;30;7;largest_gap;true;17.191;17.191;3600
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O100_C30\69s-100-30-7.txt;100;30;7;traversal;true;19.574;19.574;3600
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O100_C30\69s-100-30-8.txt;100;30;8;optimal;true;16.357;16.357;3600
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O100_C30\69s-100-30-8.txt;100;30;8;largest_gap;true;17.117;17.117;3600
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O100_C30\69s-100-30-8.txt;100;30;8;traversal;false;19.279;19.272,40;3600
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O100_C30\69s-100-30-9.txt;100;30;9;optimal;true;14.914;14.914;3600
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O100_C30\69s-100-30-9.txt;100;30;9;largest_gap;true;15.703;15.703;3600
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O100_C30\69s-100-30-9.txt;100;30;9;traversal;true;17.531;17.531;3600
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O100_C45\70s-100-45-0.txt;100;45;0;optimal;false;10.172;9.163,99;3600
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O100_C45\70s-100-45-0.txt;100;45;0;largest_gap;false;10.792;10.550;3600
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O100_C45\70s-100-45-0.txt;100;45;0;traversal;false;11.437;11.427;3600
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O100_C45\70s-100-45-1.txt;100;45;1;optimal;false;11.591;10.496,90;3600
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O100_C45\70s-100-45-1.txt;100;45;1;largest_gap;false;12.430;11.771,30;3600
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O100_C45\70s-100-45-1.txt;100;45;1;traversal;false;12.916;12.902,70;3600
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O100_C45\70s-100-45-2.txt;100;45;2;optimal;false;11.297;9.739,21;3600
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O100_C45\70s-100-45-2.txt;100;45;2;largest_gap;false;12.002;11.258,40;3600
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O100_C45\70s-100-45-2.txt;100;45;2;traversal;false;12.571;12.550;3600
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O100_C45\70s-100-45-3.txt;100;45;3;optimal;false;11.847;9.984,08;3600
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O100_C45\70s-100-45-3.txt;100;45;3;largest_gap;false;12.742;12.600,70;0,761
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O100_C45\70s-100-45-3.txt;100;45;3;traversal;false;13.250;13.241;0,642
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O100_C45\70s-100-45-4.txt;100;45;4;optimal;false;10.761;10.162,90;0,434
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O100_C45\70s-100-45-4.txt;100;45;4;largest_gap;false;11.459;11.045,70;0,782
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O100_C45\70s-100-45-4.txt;100;45;4;traversal;false;11.917;11.901,90;1,293
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O100_C45\70s-100-45-5.txt;100;45;5;optimal;false;10.720;10.087,40;0,514
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O100_C45\70s-100-45-5.txt;100;45;5;largest_gap;false;11.377;10.613,50;1,744
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O100_C45\70s-100-45-5.txt;100;45;5;traversal;false;11.943;11.883,90;0,69
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O100_C45\70s-100-45-6.txt;100;45;6;optimal;false;11.165;9.743,56;120,297
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O100_C45\70s-100-45-6.txt;100;45;6;largest_gap;false;11.943;11.883,40;2,017
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O100_C45\70s-100-45-6.txt;100;45;6;traversal;true;12.275;12.274,60;25,794
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O100_C45\70s-100-45-7.txt;100;45;7;optimal;false;10.597;9.680,24;3600
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O100_C45\70s-100-45-7.txt;100;45;7;largest_gap;false;11.134;10.172;1,677
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O100_C45\70s-100-45-7.txt;100;45;7;traversal;false;11.512;11.492,10;55,519
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O100_C45\70s-100-45-8.txt;100;45;8;optimal;false;11.155;9.174,43;11,908
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O100_C45\70s-100-45-8.txt;100;45;8;largest_gap;false;11.928;11.601,20;5,116
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O100_C45\70s-100-45-8.txt;100;45;8;traversal;false;12.169;12.141,30;364,767
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O100_C45\70s-100-45-9.txt;100;45;9;optimal;false;10.343;9.051,76;1316,57
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O100_C45\70s-100-45-9.txt;100;45;9;largest_gap;false;11.031;10.461,20;312,139
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O100_C45\70s-100-45-9.txt;100;45;9;traversal;false;11.756;11.698,20;1,44
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O100_C60\71s-100-60-0.txt;100;60;0;optimal;false;8.445;6.227,81;3600
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O100_C60\71s-100-60-0.txt;100;60;0;largest_gap;false;9.189;7.713,32;3600
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O100_C60\71s-100-60-0.txt;100;60;0;traversal;false;9.073;8.827,67;61,429
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O100_C60\71s-100-60-1.txt;100;60;1;optimal;false;8.946;6.799,51;3600
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O100_C60\71s-100-60-1.txt;100;60;1;largest_gap;false;9.876;8.240,95;3600
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O100_C60\71s-100-60-1.txt;100;60;1;traversal;false;9.635;9.581,66;935,35
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O100_C60\71s-100-60-2.txt;100;60;2;optimal;false;8.376;6.044,67;3600
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O100_C60\71s-100-60-2.txt;100;60;2;largest_gap;false;9.022;7.051,68;3600
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O100_C60\71s-100-60-2.txt;100;60;2;traversal;false;8.972;8.864,30;3600
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O100_C60\71s-100-60-3.txt;100;60;3;optimal;false;8.093;5.919,01;6,485
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O100_C60\71s-100-60-3.txt;100;60;3;largest_gap;false;8.669;7.337,61;3600
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O100_C60\71s-100-60-3.txt;100;60;3;traversal;false;8.755;8.459,29;153,925
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O100_C60\71s-100-60-4.txt;100;60;4;optimal;false;9.029;7.600,01;3600
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O100_C60\71s-100-60-4.txt;100;60;4;largest_gap;false;10.245;7.315,88;3600
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O100_C60\71s-100-60-4.txt;100;60;4;traversal;false;9.411;9.373,25;3600
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O100_C60\71s-100-60-5.txt;100;60;5;optimal;false;8.825;6.118,49;3600
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O100_C60\71s-100-60-5.txt;100;60;5;largest_gap;false;9.623;7.751,64;3600
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O100_C60\71s-100-60-5.txt;100;60;5;traversal;false;9.314;9.198,53;320,39
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O100_C60\71s-100-60-6.txt;100;60;6;optimal;false;8.794;6.834,21;3600
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O100_C60\71s-100-60-6.txt;100;60;6;largest_gap;false;9.321;8.278,96;3600
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O100_C60\71s-100-60-6.txt;100;60;6;traversal;false;9.277;9.100,06;3,821
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O100_C60\71s-100-60-7.txt;100;60;7;optimal;false;8.932;6.633,07;8,845
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O100_C60\71s-100-60-7.txt;100;60;7;largest_gap;false;9.845;7.495,60;3,646
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O100_C60\71s-100-60-7.txt;100;60;7;traversal;false;9.745;9.484,85;3,844
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O100_C60\71s-100-60-8.txt;100;60;8;optimal;false;9.967;6.716,90;0,968
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O100_C60\71s-100-60-8.txt;100;60;8;largest_gap;false;10.065;8.725,07;0,666
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O100_C60\71s-100-60-8.txt;100;60;8;traversal;false;10.239;9.857,47;4,214
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O100_C60\71s-100-60-9.txt;100;60;9;optimal;false;8.147;6.226,74;0,727
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O100_C60\71s-100-60-9.txt;100;60;9;largest_gap;false;9.435;8.053,35;2,909
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O100_C60\71s-100-60-9.txt;100;60;9;traversal;false;8.773;8.604,70;0,89
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O100_C75\72s-100-75-0.txt;100;75;0;optimal;false;7.469;4.485,24;1107,8
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O100_C75\72s-100-75-0.txt;100;75;0;largest_gap;false;8.292;4.588,54;1020,52
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O100_C75\72s-100-75-0.txt;100;75;0;traversal;false;7.648;7.424,53;461,022
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O100_C75\72s-100-75-1.txt;100;75;1;optimal;false;7.888;5.606,84;3600
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O100_C75\72s-100-75-1.txt;100;75;1;largest_gap;false;8.689;5.744,43;157,931
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O100_C75\72s-100-75-1.txt;100;75;1;traversal;false;8.444;8.073,08;3600
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O100_C75\72s-100-75-2.txt;100;75;2;optimal;false;7.340;4.028,97;97,24
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O100_C75\72s-100-75-2.txt;100;75;2;largest_gap;false;8.473;5.463,26;2396,27
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O100_C75\72s-100-75-2.txt;100;75;2;traversal;false;7.827;7.494,12;418,018
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O100_C75\72s-100-75-3.txt;100;75;3;optimal;false;8.197;5.262,45;788,209
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O100_C75\72s-100-75-3.txt;100;75;3;largest_gap;false;8.789;6.003,17;3600
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O100_C75\72s-100-75-3.txt;100;75;3;traversal;false;8.535;8.089,96;3600
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O100_C75\72s-100-75-4.txt;100;75;4;optimal;false;7.243;4.475,19;2206,38
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O100_C75\72s-100-75-4.txt;100;75;4;largest_gap;false;8.303;4.820,57;3600
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O100_C75\72s-100-75-4.txt;100;75;4;traversal;false;7.773;7.389,84;3600
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O100_C75\72s-100-75-5.txt;100;75;5;optimal;false;8.066;5.476,77;3600
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O100_C75\72s-100-75-5.txt;100;75;5;largest_gap;false;8.937;6.782,20;3600
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O100_C75\72s-100-75-5.txt;100;75;5;traversal;false;8.527;8.121,69;3600
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O100_C75\72s-100-75-6.txt;100;75;6;optimal;false;7.367;5.309,93;3600
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O100_C75\72s-100-75-6.txt;100;75;6;largest_gap;false;8.151;5.537,62;103,103
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O100_C75\72s-100-75-6.txt;100;75;6;traversal;false;7.654;7.411,61;3600
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O100_C75\72s-100-75-7.txt;100;75;7;optimal;false;7.033;4.359,82;3600
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O100_C75\72s-100-75-7.txt;100;75;7;largest_gap;false;7.594;4.840,18;3600
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O100_C75\72s-100-75-7.txt;100;75;7;traversal;false;7.447;7.046,27;440,514
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O100_C75\72s-100-75-8.txt;100;75;8;optimal;false;7.003;4.876,75;3600
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O100_C75\72s-100-75-8.txt;100;75;8;largest_gap;false;7.993;5.596,58;3600
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O100_C75\72s-100-75-8.txt;100;75;8;traversal;false;7.526;7.298,71;3600
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O100_C75\72s-100-75-9.txt;100;75;9;optimal;false;8.146;5.745,23;168,882
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O100_C75\72s-100-75-9.txt;100;75;9;largest_gap;false;8.827;5.848,56;154,349
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O100_C75\72s-100-75-9.txt;100;75;9;traversal;false;8.795;8.402,76;3600
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O100_C30\53l-100-30-0.txt;100;30;0;optimal;true;22.688;22.688;0,973
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O100_C30\53l-100-30-0.txt;100;30;0;largest_gap;true;24.773;24.773;20,057
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O100_C30\53l-100-30-0.txt;100;30;0;traversal;true;26.373;26.373;0,777
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O100_C30\53l-100-30-1.txt;100;30;1;optimal;false;18.739;17.960,30;1,056
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O100_C30\53l-100-30-1.txt;100;30;1;largest_gap;false;20.473;17.874,20;2,732
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O100_C30\53l-100-30-1.txt;100;30;1;traversal;true;22.087;22.087;44,635
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O100_C30\53l-100-30-2.txt;100;30;2;optimal;true;22.202;22.202;4,964
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O100_C30\53l-100-30-2.txt;100;30;2;largest_gap;false;24.320;24.317,50;1,099
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O100_C30\53l-100-30-2.txt;100;30;2;traversal;true;25.982;25.982;2,678
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O100_C30\53l-100-30-3.txt;100;30;3;optimal;false;20.721;20.177,80;14,132
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O100_C30\53l-100-30-3.txt;100;30;3;largest_gap;false;22.708;22.156,40;3600
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O100_C30\53l-100-30-3.txt;100;30;3;traversal;false;24.322;24.314;3600
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O100_C30\53l-100-30-4.txt;100;30;4;optimal;false;19.804;17.887,70;38,825
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O100_C30\53l-100-30-4.txt;100;30;4;largest_gap;false;21.474;21.473;1795,62
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O100_C30\53l-100-30-4.txt;100;30;4;traversal;true;22.762;22.762;90,247
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O100_C30\53l-100-30-5.txt;100;30;5;optimal;true;24.129;24.129;3600
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O100_C30\53l-100-30-5.txt;100;30;5;largest_gap;true;26.263;26.263;15,559
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O100_C30\53l-100-30-5.txt;100;30;5;traversal;true;28.541;28.541;540,433
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O100_C30\53l-100-30-6.txt;100;30;6;optimal;false;22.018;21.969;3600
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O100_C30\53l-100-30-6.txt;100;30;6;largest_gap;false;24.073;24.021,50;3600
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O100_C30\53l-100-30-6.txt;100;30;6;traversal;true;26.146;26.146;3600
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O100_C30\53l-100-30-7.txt;100;30;7;optimal;false;20.674;20.628,30;3600
