problem type;benchmark set;filename;number of orders;capacity;random seed;policy;opt?;UB;LB;time [s]
OrderBatching;HENN;Instances_uniform\Instances_S-Shape\SS_O30_C60\27s-30-60-1.txt;30;60;1;traversal;false;4.238;4.137,32;3600
OrderBatching;HENN;Instances_uniform\Instances_S-Shape\SS_O30_C60\27s-30-60-2.txt;30;60;2;optimal;true;3.334;3.333,79;3600
OrderBatching;HENN;Instances_uniform\Instances_S-Shape\SS_O30_C60\27s-30-60-2.txt;30;60;2;largest_gap;false;3.886;3.867,09;3600
OrderBatching;HENN;Instances_uniform\Instances_S-Shape\SS_O30_C60\27s-30-60-2.txt;30;60;2;traversal;true;3.643;3.642,51;3600
OrderBatching;HENN;Instances_uniform\Instances_S-Shape\SS_O30_C60\27s-30-60-3.txt;30;60;3;optimal;false;3.953;3.824,75;3600
OrderBatching;HENN;Instances_uniform\Instances_S-Shape\SS_O30_C60\27s-30-60-3.txt;30;60;3;largest_gap;true;4.365;4.365;3600
OrderBatching;HENN;Instances_uniform\Instances_S-Shape\SS_O30_C60\27s-30-60-3.txt;30;60;3;traversal;false;4.195;4.127;3600
OrderBatching;HENN;Instances_uniform\Instances_S-Shape\SS_O30_C60\27s-30-60-4.txt;30;60;4;optimal;false;3.939;3.879,55;3600
OrderBatching;HENN;Instances_uniform\Instances_S-Shape\SS_O30_C60\27s-30-60-4.txt;30;60;4;largest_gap;false;4.499;4.477,25;3600
OrderBatching;HENN;Instances_uniform\Instances_S-Shape\SS_O30_C60\27s-30-60-4.txt;30;60;4;traversal;false;4.159;4.121,33;3600
OrderBatching;HENN;Instances_uniform\Instances_S-Shape\SS_O30_C60\27s-30-60-5.txt;30;60;5;optimal;false;3.411;3.339,32;3600
OrderBatching;HENN;Instances_uniform\Instances_S-Shape\SS_O30_C60\27s-30-60-5.txt;30;60;5;largest_gap;false;3.930;3.907,81;3600
OrderBatching;HENN;Instances_uniform\Instances_S-Shape\SS_O30_C60\27s-30-60-5.txt;30;60;5;traversal;false;3.643;3.639,85;3600
OrderBatching;HENN;Instances_uniform\Instances_S-Shape\SS_O30_C60\27s-30-60-6.txt;30;60;6;optimal;false;3.881;3.801,79;3600
OrderBatching;HENN;Instances_uniform\Instances_S-Shape\SS_O30_C60\27s-30-60-6.txt;30;60;6;largest_gap;false;4.431;4.381,41;3600
OrderBatching;HENN;Instances_uniform\Instances_S-Shape\SS_O30_C60\27s-30-60-6.txt;30;60;6;traversal;false;4.293;4.252,68;78,6
OrderBatching;HENN;Instances_uniform\Instances_S-Shape\SS_O30_C60\27s-30-60-7.txt;30;60;7;optimal;false;3.455;3.446,43;379,868
OrderBatching;HENN;Instances_uniform\Instances_S-Shape\SS_O30_C60\27s-30-60-7.txt;30;60;7;largest_gap;true;4.034;4.034;556,582
OrderBatching;HENN;Instances_uniform\Instances_S-Shape\SS_O30_C60\27s-30-60-7.txt;30;60;7;traversal;false;3.727;3.722,38;698,919
OrderBatching;HENN;Instances_uniform\Instances_S-Shape\SS_O30_C60\27s-30-60-8.txt;30;60;8;optimal;false;3.916;3.754,91;266,396
OrderBatching;HENN;Instances_uniform\Instances_S-Shape\SS_O30_C60\27s-30-60-8.txt;30;60;8;largest_gap;false;4.475;4.366,37;1660,71
OrderBatching;HENN;Instances_uniform\Instances_S-Shape\SS_O30_C60\27s-30-60-8.txt;30;60;8;traversal;false;4.180;4.050,57;59,487
OrderBatching;HENN;Instances_uniform\Instances_S-Shape\SS_O30_C60\27s-30-60-9.txt;30;60;9;optimal;false;3.488;3.420,23;2363,12
OrderBatching;HENN;Instances_uniform\Instances_S-Shape\SS_O30_C60\27s-30-60-9.txt;30;60;9;largest_gap;true;4.011;4.011;3600
OrderBatching;HENN;Instances_uniform\Instances_S-Shape\SS_O30_C60\27s-30-60-9.txt;30;60;9;traversal;true;3.710;3.709,73;246,123
OrderBatching;HENN;Instances_uniform\Instances_S-Shape\SS_O30_C75\28s-30-75-0.txt;30;75;0;optimal;false;3.099;3.015,30;3600
OrderBatching;HENN;Instances_uniform\Instances_S-Shape\SS_O30_C75\28s-30-75-0.txt;30;75;0;largest_gap;false;3.583;3.555,08;3600
OrderBatching;HENN;Instances_uniform\Instances_S-Shape\SS_O30_C75\28s-30-75-0.txt;30;75;0;traversal;false;3.304;3.214,94;3600
OrderBatching;HENN;Instances_uniform\Instances_S-Shape\SS_O30_C75\28s-30-75-1.txt;30;75;1;optimal;false;3.060;2.779,38;3600
OrderBatching;HENN;Instances_uniform\Instances_S-Shape\SS_O30_C75\28s-30-75-1.txt;30;75;1;largest_gap;false;3.663;3.387,87;3600
OrderBatching;HENN;Instances_uniform\Instances_S-Shape\SS_O30_C75\28s-30-75-1.txt;30;75;1;traversal;false;3.229;2.993,15;3600
OrderBatching;HENN;Instances_uniform\Instances_S-Shape\SS_O30_C75\28s-30-75-2.txt;30;75;2;optimal;false;3.529;3.369,22;3600
OrderBatching;HENN;Instances_uniform\Instances_S-Shape\SS_O30_C75\28s-30-75-2.txt;30;75;2;largest_gap;false;4.250;4.086,62;3600
OrderBatching;HENN;Instances_uniform\Instances_S-Shape\SS_O30_C75\28s-30-75-2.txt;30;75;2;traversal;false;3.717;3.616;3600
OrderBatching;HENN;Instances_uniform\Instances_S-Shape\SS_O30_C75\28s-30-75-3.txt;30;75;3;optimal;true;2.595;2.594,90;3600
OrderBatching;HENN;Instances_uniform\Instances_S-Shape\SS_O30_C75\28s-30-75-3.txt;30;75;3;largest_gap;false;3.152;3.151,22;3600
OrderBatching;HENN;Instances_uniform\Instances_S-Shape\SS_O30_C75\28s-30-75-3.txt;30;75;3;traversal;true;2.751;2.750,93;3600
OrderBatching;HENN;Instances_uniform\Instances_S-Shape\SS_O30_C75\28s-30-75-4.txt;30;75;4;optimal;false;3.035;2.945,31;3600
OrderBatching;HENN;Instances_uniform\Instances_S-Shape\SS_O30_C75\28s-30-75-4.txt;30;75;4;largest_gap;false;3.583;3.543,06;3600
OrderBatching;HENN;Instances_uniform\Instances_S-Shape\SS_O30_C75\28s-30-75-4.txt;30;75;4;traversal;false;3.166;3.146,24;3600
OrderBatching;HENN;Instances_uniform\Instances_S-Shape\SS_O30_C75\28s-30-75-5.txt;30;75;5;optimal;false;3.608;3.391,79;3600
OrderBatching;HENN;Instances_uniform\Instances_S-Shape\SS_O30_C75\28s-30-75-5.txt;30;75;5;largest_gap;false;4.283;4.093,11;3600
OrderBatching;HENN;Instances_uniform\Instances_S-Shape\SS_O30_C75\28s-30-75-5.txt;30;75;5;traversal;false;3.746;3.592,62;3600
OrderBatching;HENN;Instances_uniform\Instances_S-Shape\SS_O30_C75\28s-30-75-6.txt;30;75;6;optimal;false;3.058;2.990,60;3600
OrderBatching;HENN;Instances_uniform\Instances_S-Shape\SS_O30_C75\28s-30-75-6.txt;30;75;6;largest_gap;false;3.555;3.527,43;3600
OrderBatching;HENN;Instances_uniform\Instances_S-Shape\SS_O30_C75\28s-30-75-6.txt;30;75;6;traversal;false;3.222;3.203,89;3600
OrderBatching;HENN;Instances_uniform\Instances_S-Shape\SS_O30_C75\28s-30-75-7.txt;30;75;7;optimal;false;3.289;3.287,26;3600
OrderBatching;HENN;Instances_uniform\Instances_S-Shape\SS_O30_C75\28s-30-75-7.txt;30;75;7;largest_gap;false;3.956;3.950,79;3600
OrderBatching;HENN;Instances_uniform\Instances_S-Shape\SS_O30_C75\28s-30-75-7.txt;30;75;7;traversal;true;3.541;3.540,64;3600
OrderBatching;HENN;Instances_uniform\Instances_S-Shape\SS_O30_C75\28s-30-75-8.txt;30;75;8;optimal;true;3.091;3.090,93;3600
OrderBatching;HENN;Instances_uniform\Instances_S-Shape\SS_O30_C75\28s-30-75-8.txt;30;75;8;largest_gap;false;3.744;3.738,02;3600
OrderBatching;HENN;Instances_uniform\Instances_S-Shape\SS_O30_C75\28s-30-75-8.txt;30;75;8;traversal;true;3.243;3.242,64;3600
OrderBatching;HENN;Instances_uniform\Instances_S-Shape\SS_O30_C75\28s-30-75-9.txt;30;75;9;optimal;false;3.054;2.968,03;3600
OrderBatching;HENN;Instances_uniform\Instances_S-Shape\SS_O30_C75\28s-30-75-9.txt;30;75;9;largest_gap;false;3.626;3.546,75;3600
OrderBatching;HENN;Instances_uniform\Instances_S-Shape\SS_O30_C75\28s-30-75-9.txt;30;75;9;traversal;false;3.301;3.203,12;3600
OrderBatching;HENN;Instances_class-based\Instances_Largest_Gap\LG_O40_C30\9l-40-30-0.txt;40;30;0;optimal;true;6.985;6.985;3600
OrderBatching;HENN;Instances_class-based\Instances_Largest_Gap\LG_O40_C30\9l-40-30-0.txt;40;30;0;largest_gap;true;7.300;7.300;2365,56
OrderBatching;HENN;Instances_class-based\Instances_Largest_Gap\LG_O40_C30\9l-40-30-0.txt;40;30;0;traversal;true;8.167;8.167;3600
OrderBatching;HENN;Instances_class-based\Instances_Largest_Gap\LG_O40_C30\9l-40-30-1.txt;40;30;1;optimal;true;6.929;6.929;3600
OrderBatching;HENN;Instances_class-based\Instances_Largest_Gap\LG_O40_C30\9l-40-30-1.txt;40;30;1;largest_gap;true;7.188;7.188;215,993
OrderBatching;HENN;Instances_class-based\Instances_Largest_Gap\LG_O40_C30\9l-40-30-1.txt;40;30;1;traversal;true;8.507;8.507;559,419
OrderBatching;HENN;Instances_class-based\Instances_Largest_Gap\LG_O40_C30\9l-40-30-2.txt;40;30;2;optimal;true;5.837;5.837;3600
OrderBatching;HENN;Instances_class-based\Instances_Largest_Gap\LG_O40_C30\9l-40-30-2.txt;40;30;2;largest_gap;true;6.190;6.190;136,269
OrderBatching;HENN;Instances_class-based\Instances_Largest_Gap\LG_O40_C30\9l-40-30-2.txt;40;30;2;traversal;true;6.656;6.656;3600
OrderBatching;HENN;Instances_class-based\Instances_Largest_Gap\LG_O40_C30\9l-40-30-3.txt;40;30;3;optimal;true;6.003;6.003;302,687
OrderBatching;HENN;Instances_class-based\Instances_Largest_Gap\LG_O40_C30\9l-40-30-3.txt;40;30;3;largest_gap;true;6.239;6.239;3600
OrderBatching;HENN;Instances_class-based\Instances_Largest_Gap\LG_O40_C30\9l-40-30-3.txt;40;30;3;traversal;true;7.142;7.142;3600
OrderBatching;HENN;Instances_class-based\Instances_Largest_Gap\LG_O40_C30\9l-40-30-4.txt;40;30;4;optimal;true;6.752;6.752;3600
OrderBatching;HENN;Instances_class-based\Instances_Largest_Gap\LG_O40_C30\9l-40-30-4.txt;40;30;4;largest_gap;true;7.181;7.181;3600
OrderBatching;HENN;Instances_class-based\Instances_Largest_Gap\LG_O40_C30\9l-40-30-4.txt;40;30;4;traversal;true;8.101;8.101;3600
OrderBatching;HENN;Instances_class-based\Instances_Largest_Gap\LG_O40_C30\9l-40-30-5.txt;40;30;5;optimal;true;6.948;6.948;3600
OrderBatching;HENN;Instances_class-based\Instances_Largest_Gap\LG_O40_C30\9l-40-30-5.txt;40;30;5;largest_gap;true;7.279;7.279;3600
OrderBatching;HENN;Instances_class-based\Instances_Largest_Gap\LG_O40_C30\9l-40-30-5.txt;40;30;5;traversal;true;8.155;8.155;3600
OrderBatching;HENN;Instances_class-based\Instances_Largest_Gap\LG_O40_C30\9l-40-30-6.txt;40;30;6;optimal;true;6.342;6.342;3600
OrderBatching;HENN;Instances_class-based\Instances_Largest_Gap\LG_O40_C30\9l-40-30-6.txt;40;30;6;largest_gap;true;6.510;6.510;3600
OrderBatching;HENN;Instances_class-based\Instances_Largest_Gap\LG_O40_C30\9l-40-30-6.txt;40;30;6;traversal;true;7.557;7.556,60;3600
OrderBatching;HENN;Instances_class-based\Instances_Largest_Gap\LG_O40_C30\9l-40-30-7.txt;40;30;7;optimal;true;5.714;5.714;3600
OrderBatching;HENN;Instances_class-based\Instances_Largest_Gap\LG_O40_C30\9l-40-30-7.txt;40;30;7;largest_gap;true;5.983;5.983;3600
OrderBatching;HENN;Instances_class-based\Instances_Largest_Gap\LG_O40_C30\9l-40-30-7.txt;40;30;7;traversal;true;6.673;6.673;3600
OrderBatching;HENN;Instances_class-based\Instances_Largest_Gap\LG_O40_C30\9l-40-30-8.txt;40;30;8;optimal;true;7.187;7.187;3600
OrderBatching;HENN;Instances_class-based\Instances_Largest_Gap\LG_O40_C30\9l-40-30-8.txt;40;30;8;largest_gap;true;7.640;7.640;3600
OrderBatching;HENN;Instances_class-based\Instances_Largest_Gap\LG_O40_C30\9l-40-30-8.txt;40;30;8;traversal;true;8.588;8.588;3600
OrderBatching;HENN;Instances_class-based\Instances_Largest_Gap\LG_O40_C30\9l-40-30-9.txt;40;30;9;optimal;true;6.126;6.126;3600
OrderBatching;HENN;Instances_class-based\Instances_Largest_Gap\LG_O40_C30\9l-40-30-9.txt;40;30;9;largest_gap;true;6.470;6.470;3600
OrderBatching;HENN;Instances_class-based\Instances_Largest_Gap\LG_O40_C30\9l-40-30-9.txt;40;30;9;traversal;true;7.333;7.333;3600
OrderBatching;HENN;Instances_class-based\Instances_Largest_Gap\LG_O40_C45\10l-40-45-0.txt;40;45;0;optimal;false;5.324;5.304,33;3600
OrderBatching;HENN;Instances_class-based\Instances_Largest_Gap\LG_O40_C45\10l-40-45-0.txt;40;45;0;largest_gap;false;5.592;5.590,50;3600
OrderBatching;HENN;Instances_class-based\Instances_Largest_Gap\LG_O40_C45\10l-40-45-0.txt;40;45;0;traversal;true;5.964;5.964;3600
OrderBatching;HENN;Instances_class-based\Instances_Largest_Gap\LG_O40_C45\10l-40-45-1.txt;40;45;1;optimal;false;5.182;5.171,62;3600
OrderBatching;HENN;Instances_class-based\Instances_Largest_Gap\LG_O40_C45\10l-40-45-1.txt;40;45;1;largest_gap;true;5.532;5.532;3600
OrderBatching;HENN;Instances_class-based\Instances_Largest_Gap\LG_O40_C45\10l-40-45-1.txt;40;45;1;traversal;true;5.834;5.833,54;3600
OrderBatching;HENN;Instances_class-based\Instances_Largest_Gap\LG_O40_C45\10l-40-45-2.txt;40;45;2;optimal;false;4.625;4.606,35;3600
OrderBatching;HENN;Instances_class-based\Instances_Largest_Gap\LG_O40_C45\10l-40-45-2.txt;40;45;2;largest_gap;true;4.924;4.923,57;3600
OrderBatching;HENN;Instances_class-based\Instances_Largest_Gap\LG_O40_C45\10l-40-45-2.txt;40;45;2;traversal;true;5.165;5.164,53;3600
OrderBatching;HENN;Instances_class-based\Instances_Largest_Gap\LG_O40_C45\10l-40-45-3.txt;40;45;3;optimal;false;4.428;4.419,62;3600
OrderBatching;HENN;Instances_class-based\Instances_Largest_Gap\LG_O40_C45\10l-40-45-3.txt;40;45;3;largest_gap;true;4.792;4.791,93;2521,04
OrderBatching;HENN;Instances_class-based\Instances_Largest_Gap\LG_O40_C45\10l-40-45-3.txt;40;45;3;traversal;true;4.852;4.851,60;3600
OrderBatching;HENN;Instances_class-based\Instances_Largest_Gap\LG_O40_C45\10l-40-45-4.txt;40;45;4;optimal;true;4.737;4.736,57;2894,03
OrderBatching;HENN;Instances_class-based\Instances_Largest_Gap\LG_O40_C45\10l-40-45-4.txt;40;45;4;largest_gap;true;5.111;5.111;320,144
OrderBatching;HENN;Instances_class-based\Instances_Largest_Gap\LG_O40_C45\10l-40-45-4.txt;40;45;4;traversal;true;5.336;5.335,54;3066,5
OrderBatching;HENN;Instances_class-based\Instances_Largest_Gap\LG_O40_C45\10l-40-45-5.txt;40;45;5;optimal;true;4.076;4.075,54;3600
OrderBatching;HENN;Instances_class-based\Instances_Largest_Gap\LG_O40_C45\10l-40-45-5.txt;40;45;5;largest_gap;true;4.432;4.432;3600
OrderBatching;HENN;Instances_class-based\Instances_Largest_Gap\LG_O40_C45\10l-40-45-5.txt;40;45;5;traversal;true;4.666;4.665,51;1839,81
OrderBatching;HENN;Instances_class-based\Instances_Largest_Gap\LG_O40_C45\10l-40-45-6.txt;40;45;6;optimal;false;5.011;5.006,86;3600
OrderBatching;HENN;Instances_class-based\Instances_Largest_Gap\LG_O40_C45\10l-40-45-6.txt;40;45;6;largest_gap;true;5.339;5.339;3600
OrderBatching;HENN;Instances_class-based\Instances_Largest_Gap\LG_O40_C45\10l-40-45-6.txt;40;45;6;traversal;true;5.644;5.643,52;3600
OrderBatching;HENN;Instances_class-based\Instances_Largest_Gap\LG_O40_C45\10l-40-45-7.txt;40;45;7;optimal;false;4.542;4.538,27;3600
OrderBatching;HENN;Instances_class-based\Instances_Largest_Gap\LG_O40_C45\10l-40-45-7.txt;40;45;7;largest_gap;true;4.912;4.911,57;3600
OrderBatching;HENN;Instances_class-based\Instances_Largest_Gap\LG_O40_C45\10l-40-45-7.txt;40;45;7;traversal;true;4.952;4.952;3600
OrderBatching;HENN;Instances_class-based\Instances_Largest_Gap\LG_O40_C45\10l-40-45-8.txt;40;45;8;optimal;true;5.233;5.232,67;3600
OrderBatching;HENN;Instances_class-based\Instances_Largest_Gap\LG_O40_C45\10l-40-45-8.txt;40;45;8;largest_gap;true;5.501;5.500,60;3600
OrderBatching;HENN;Instances_class-based\Instances_Largest_Gap\LG_O40_C45\10l-40-45-8.txt;40;45;8;traversal;true;5.867;5.867;3600
OrderBatching;HENN;Instances_class-based\Instances_Largest_Gap\LG_O40_C45\10l-40-45-9.txt;40;45;9;optimal;true;4.084;4.083,64;3600
OrderBatching;HENN;Instances_class-based\Instances_Largest_Gap\LG_O40_C45\10l-40-45-9.txt;40;45;9;largest_gap;true;4.296;4.295,55;3600
OrderBatching;HENN;Instances_class-based\Instances_Largest_Gap\LG_O40_C45\10l-40-45-9.txt;40;45;9;traversal;true;4.721;4.720,50;3600
OrderBatching;HENN;Instances_class-based\Instances_Largest_Gap\LG_O40_C60\11l-40-60-0.txt;40;60;0;optimal;false;3.681;3.614,39;3600
OrderBatching;HENN;Instances_class-based\Instances_Largest_Gap\LG_O40_C60\11l-40-60-0.txt;40;60;0;largest_gap;false;3.997;3.957,90;3600
OrderBatching;HENN;Instances_class-based\Instances_Largest_Gap\LG_O40_C60\11l-40-60-0.txt;40;60;0;traversal;false;3.993;3.928,50;3600
OrderBatching;HENN;Instances_class-based\Instances_Largest_Gap\LG_O40_C60\11l-40-60-1.txt;40;60;1;optimal;false;3.158;3.092,75;3600
OrderBatching;HENN;Instances_class-based\Instances_Largest_Gap\LG_O40_C60\11l-40-60-1.txt;40;60;1;largest_gap;false;3.397;3.367,03;3600
OrderBatching;HENN;Instances_class-based\Instances_Largest_Gap\LG_O40_C60\11l-40-60-1.txt;40;60;1;traversal;false;3.457;3.453,47;3600
OrderBatching;HENN;Instances_class-based\Instances_Largest_Gap\LG_O40_C60\11l-40-60-2.txt;40;60;2;optimal;false;3.528;3.485,21;3600
OrderBatching;HENN;Instances_class-based\Instances_Largest_Gap\LG_O40_C60\11l-40-60-2.txt;40;60;2;largest_gap;false;3.904;3.901,41;3600
OrderBatching;HENN;Instances_class-based\Instances_Largest_Gap\LG_O40_C60\11l-40-60-2.txt;40;60;2;traversal;true;3.752;3.751,50;3600
OrderBatching;HENN;Instances_class-based\Instances_Largest_Gap\LG_O40_C60\11l-40-60-3.txt;40;60;3;optimal;false;3.790;3.718,35;3600
OrderBatching;HENN;Instances_class-based\Instances_Largest_Gap\LG_O40_C60\11l-40-60-3.txt;40;60;3;largest_gap;false;4.152;4.119,37;3600
OrderBatching;HENN;Instances_class-based\Instances_Largest_Gap\LG_O40_C60\11l-40-60-3.txt;40;60;3;traversal;false;4.046;4.007,17;3600
OrderBatching;HENN;Instances_class-based\Instances_Largest_Gap\LG_O40_C60\11l-40-60-4.txt;40;60;4;optimal;true;3.860;3.859,55;3600
OrderBatching;HENN;Instances_class-based\Instances_Largest_Gap\LG_O40_C60\11l-40-60-4.txt;40;60;4;largest_gap;true;4.269;4.268,75;3600
OrderBatching;HENN;Instances_class-based\Instances_Largest_Gap\LG_O40_C60\11l-40-60-4.txt;40;60;4;traversal;true;4.270;4.269,67;3600
OrderBatching;HENN;Instances_class-based\Instances_Largest_Gap\LG_O40_C60\11l-40-60-5.txt;40;60;5;optimal;false;3.631;3.591,49;3600
OrderBatching;HENN;Instances_class-based\Instances_Largest_Gap\LG_O40_C60\11l-40-60-5.txt;40;60;5;largest_gap;true;3.971;3.970,62;3600
OrderBatching;HENN;Instances_class-based\Instances_Largest_Gap\LG_O40_C60\11l-40-60-5.txt;40;60;5;traversal;true;3.875;3.874,51;3600
OrderBatching;HENN;Instances_class-based\Instances_Largest_Gap\LG_O40_C60\11l-40-60-6.txt;40;60;6;optimal;false;3.640;3.626,26;3600
OrderBatching;HENN;Instances_class-based\Instances_Largest_Gap\LG_O40_C60\11l-40-60-6.txt;40;60;6;largest_gap;false;3.970;3.961,98;3600
OrderBatching;HENN;Instances_class-based\Instances_Largest_Gap\LG_O40_C60\11l-40-60-6.txt;40;60;6;traversal;false;3.918;3.913,88;3600
OrderBatching;HENN;Instances_class-based\Instances_Largest_Gap\LG_O40_C60\11l-40-60-7.txt;40;60;7;optimal;false;3.821;3.801,76;1258,1
OrderBatching;HENN;Instances_class-based\Instances_Largest_Gap\LG_O40_C60\11l-40-60-7.txt;40;60;7;largest_gap;true;4.175;4.174,51;654,902
OrderBatching;HENN;Instances_class-based\Instances_Largest_Gap\LG_O40_C60\11l-40-60-7.txt;40;60;7;traversal;true;4.140;4.139,77;3600
OrderBatching;HENN;Instances_class-based\Instances_Largest_Gap\LG_O40_C60\11l-40-60-8.txt;40;60;8;optimal;false;3.806;3.653,62;3600
OrderBatching;HENN;Instances_class-based\Instances_Largest_Gap\LG_O40_C60\11l-40-60-8.txt;40;60;8;largest_gap;false;4.173;4.047,79;3600
OrderBatching;HENN;Instances_class-based\Instances_Largest_Gap\LG_O40_C60\11l-40-60-8.txt;40;60;8;traversal;false;3.983;3.878,25;3600
OrderBatching;HENN;Instances_class-based\Instances_Largest_Gap\LG_O40_C60\11l-40-60-9.txt;40;60;9;optimal;false;3.969;3.941,98;3600
OrderBatching;HENN;Instances_class-based\Instances_Largest_Gap\LG_O40_C60\11l-40-60-9.txt;40;60;9;largest_gap;false;4.328;4.326,33;3156,99
OrderBatching;HENN;Instances_class-based\Instances_Largest_Gap\LG_O40_C60\11l-40-60-9.txt;40;60;9;traversal;false;4.274;4.258,09;3600
OrderBatching;HENN;Instances_class-based\Instances_Largest_Gap\LG_O40_C75\12l-40-75-0.txt;40;75;0;optimal;false;3.105;3.012,24;3600
OrderBatching;HENN;Instances_class-based\Instances_Largest_Gap\LG_O40_C75\12l-40-75-0.txt;40;75;0;largest_gap;false;3.454;3.407,92;3600
OrderBatching;HENN;Instances_class-based\Instances_Largest_Gap\LG_O40_C75\12l-40-75-0.txt;40;75;0;traversal;false;3.266;3.251,72;3600
OrderBatching;HENN;Instances_class-based\Instances_Largest_Gap\LG_O40_C75\12l-40-75-1.txt;40;75;1;optimal;false;3.345;3.089,08;3600
OrderBatching;HENN;Instances_class-based\Instances_Largest_Gap\LG_O40_C75\12l-40-75-1.txt;40;75;1;largest_gap;true;3.446;3.445,86;3600
OrderBatching;HENN;Instances_class-based\Instances_Largest_Gap\LG_O40_C75\12l-40-75-1.txt;40;75;1;traversal;false;3.393;3.315,03;3600
OrderBatching;HENN;Instances_class-based\Instances_Largest_Gap\LG_O40_C75\12l-40-75-2.txt;40;75;2;optimal;false;2.974;2.907,17;3600
OrderBatching;HENN;Instances_class-based\Instances_Largest_Gap\LG_O40_C75\12l-40-75-2.txt;40;75;2;largest_gap;false;3.366;3.312,59;3600
OrderBatching;HENN;Instances_class-based\Instances_Largest_Gap\LG_O40_C75\12l-40-75-2.txt;40;75;2;traversal;false;3.224;3.176,62;3600
OrderBatching;HENN;Instances_class-based\Instances_Largest_Gap\LG_O40_C75\12l-40-75-3.txt;40;75;3;optimal;false;3.017;2.701,01;3600
OrderBatching;HENN;Instances_class-based\Instances_Largest_Gap\LG_O40_C75\12l-40-75-3.txt;40;75;3;largest_gap;false;2.978;2.967,73;3600
OrderBatching;HENN;Instances_class-based\Instances_Largest_Gap\LG_O40_C75\12l-40-75-3.txt;40;75;3;traversal;true;2.882;2.881,60;3600
OrderBatching;HENN;Instances_class-based\Instances_Largest_Gap\LG_O40_C75\12l-40-75-4.txt;40;75;4;optimal;false;3.051;2.954,36;3600
OrderBatching;HENN;Instances_class-based\Instances_Largest_Gap\LG_O40_C75\12l-40-75-4.txt;40;75;4;largest_gap;false;3.365;3.328,15;3600
OrderBatching;HENN;Instances_class-based\Instances_Largest_Gap\LG_O40_C75\12l-40-75-4.txt;40;75;4;traversal;false;3.188;3.137,66;3600
OrderBatching;HENN;Instances_class-based\Instances_Largest_Gap\LG_O40_C75\12l-40-75-5.txt;40;75;5;optimal;false;3.419;3.148,27;3600
OrderBatching;HENN;Instances_class-based\Instances_Largest_Gap\LG_O40_C75\12l-40-75-5.txt;40;75;5;largest_gap;false;3.502;3.489,05;3600
OrderBatching;HENN;Instances_class-based\Instances_Largest_Gap\LG_O40_C75\12l-40-75-5.txt;40;75;5;traversal;true;3.424;3.424;3600
OrderBatching;HENN;Instances_class-based\Instances_Largest_Gap\LG_O40_C75\12l-40-75-6.txt;40;75;6;optimal;false;2.617;2.501,54;3600
OrderBatching;HENN;Instances_class-based\Instances_Largest_Gap\LG_O40_C75\12l-40-75-6.txt;40;75;6;largest_gap;false;2.841;2.811,61;3600
OrderBatching;HENN;Instances_class-based\Instances_Largest_Gap\LG_O40_C75\12l-40-75-6.txt;40;75;6;traversal;false;2.886;2.728,79;3600
OrderBatching;HENN;Instances_class-based\Instances_Largest_Gap\LG_O40_C75\12l-40-75-7.txt;40;75;7;optimal;false;2.994;2.904,02;3600
OrderBatching;HENN;Instances_class-based\Instances_Largest_Gap\LG_O40_C75\12l-40-75-7.txt;40;75;7;largest_gap;false;3.259;3.208,74;3600
OrderBatching;HENN;Instances_class-based\Instances_Largest_Gap\LG_O40_C75\12l-40-75-7.txt;40;75;7;traversal;false;3.244;3.178,85;3600
OrderBatching;HENN;Instances_class-based\Instances_Largest_Gap\LG_O40_C75\12l-40-75-8.txt;40;75;8;optimal;false;3.263;3.169,97;3600
OrderBatching;HENN;Instances_class-based\Instances_Largest_Gap\LG_O40_C75\12l-40-75-8.txt;40;75;8;largest_gap;false;3.646;3.607,35;3600
OrderBatching;HENN;Instances_class-based\Instances_Largest_Gap\LG_O40_C75\12l-40-75-8.txt;40;75;8;traversal;true;3.364;3.363,51;3600
OrderBatching;HENN;Instances_class-based\Instances_Largest_Gap\LG_O40_C75\12l-40-75-9.txt;40;75;9;optimal;false;3.059;2.951,15;3600
OrderBatching;HENN;Instances_class-based\Instances_Largest_Gap\LG_O40_C75\12l-40-75-9.txt;40;75;9;largest_gap;false;3.417;3.333;3600
OrderBatching;HENN;Instances_class-based\Instances_Largest_Gap\LG_O40_C75\12l-40-75-9.txt;40;75;9;traversal;false;3.332;3.190,50;3600
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O40_C30\29s-40-30-0.txt;40;30;0;optimal;true;6.721;6.721;3600
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O40_C30\29s-40-30-0.txt;40;30;0;largest_gap;true;7.077;7.077;373,32
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O40_C30\29s-40-30-0.txt;40;30;0;traversal;true;7.986;7.986;620,142
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O40_C30\29s-40-30-1.txt;40;30;1;optimal;true;5.908;5.908;806,976
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O40_C30\29s-40-30-1.txt;40;30;1;largest_gap;true;6.284;6.284;172,565
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O40_C30\29s-40-30-1.txt;40;30;1;traversal;true;6.905;6.905;3600
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O40_C30\29s-40-30-2.txt;40;30;2;optimal;true;6.780;6.780;3120,15
