;;;traversal;traversal;traversal;traversal;traversal;traversal;traversal;traversal;return;return;return;return;return;return;return;return;midpoint;midpoint;midpoint;midpoint;midpoint;midpoint;midpoint;midpoint;largest gap;largest gap;largest gap;largest gap;largest gap;largest gap;largest gap;largest gap;combined;combined;combined;combined;combined;combined;combined;combined;optimal;optimal;optimal;optimal;optimal;optimal;optimal;optimal
;;;;;BPC;BPC;SC-2;SC-2;BPC-DF-2;BPC-DF-2;;;BPC;BPC;SC-2;SC-2;BPC-DF-2;BPC-DF-2;;;BPC;BPC;SC-2;SC-2;BPC-DF-2;BPC-DF-2;;;BPC;BPC;SC-2;SC-2;BPC-DF-2;BPC-DF-2;;;BPC;BPC;SC-2;SC-2;BPC-DF-2;BPC-DF-2;;;BPC;BPC;SC-2;SC-2;BPC-DF-2;BPC-DF-2
capacity;numOrders;instNum;BKS;BKS_is_opt;LB tree;runtime;UB;runtime;UB;runtime;BKS;BKS_is_opt;LB tree;runtime;UB;runtime;UB;runtime;BKS;BKS_is_opt;LB tree;runtime;UB;runtime;UB;runtime;BKS;BKS_is_opt;LB tree;runtime;UB;runtime;UB;runtime;BKS;BKS_is_opt;LB tree;runtime;UB;runtime;UB;runtime;BKS;BKS_is_opt;LB tree;runtime;UB;runtime;UB;runtime
36;150;5;2934.8;True;2934.8;660.77;3046.2;120;2938.6;120;3768.8;False;3764.09;TL;3916.8;120;3783.4;120;3049.6;False;3035.81;TL;3150;120;3071.8;120;2963.8;False;2954.94;TL;3058.2;120;2996;120;2827.6;False;2826.42;TL;2954;120;2836.4;120;2777.4;False;2771.95;TL;2809.2;120;2797.4;120
36;150;6;2916.4;False;2908.29;TL;3027.4;120;2919.4;120;3695;False;3685.87;TL;3823.8;120;3703.8;120;3112.6;False;3098.59;TL;3216.8;120;3115.4;120;2987.4;False;2974.85;TL;3097.2;120;2994.6;120;2819;True;2819;1753.85;2939.2;120;2823;120;2763.6;False;2759.24;TL;2793;120;2785.8;120
36;150;7;2906.8;False;2899.73;TL;2924;120;2920;120;3750.6;False;3737.92;TL;3891.4;120;3750.6;120;3098.8;False;3083.65;TL;3226.4;120;3113.6;120;2978.4;False;2964.76;TL;3088.2;120;2996.8;120;2817.8;False;2811.58;TL;2937.4;120;2828;120;2770.8;False;2756.31;TL;2891.8;120;2809.8;120
36;150;8;2915.4;False;2908.85;TL;3044.8;120;2933.2;120;3692.2;False;3682.1;TL;3739.8;120;3701;120;3152;False;3139.97;TL;3278.4;120;3154;120;3010;False;2999.88;TL;3125.2;120;3049;120;2831.4;False;2825.03;TL;2949.4;120;2847.8;120;2791.2;False;2777.79;TL;2905.6;120;2796.2;120
36;150;9;2889.4;False;2885.88;TL;3007.2;120;2893.8;120;3718.4;False;3713.18;TL;3765.2;120;3722.2;120;3090.8;False;3073.47;TL;3226.4;120;3118.8;120;2946;False;2931.43;TL;3054.4;120;2946;120;2790;False;2781.17;TL;2903.4;120;2798.6;120;2738.8;False;2731.35;TL;2849;120;2761.8;120
36;150;10;2902;False;2901.21;TL;3017.2;120;2929.8;120;3746.8;False;3739.74;TL;3894.2;120;3752;120;3068.8;False;3061.67;TL;3189.8;120;3078;120;2940.6;False;2940.04;TL;3033;120;2953.6;120;2801.8;False;2796.62;TL;2931;120;2812.8;120;2742.6;False;2735.68;TL;2853.8;120;2757.4;120
36;200;1;3849.8;False;3836.91;TL;3958.2;120;4018.6;120;4872;False;4855.62;TL;4966;120;4876;120;4039.6;False;4007.31;TL;4161.8;120;4139.6;120;3896;False;3863.45;TL;3945.2;120;3922.2;120;3722;False;3704.03;TL;3915.4;120;3849.8;120;3657.6;False;3628.71;TL;3692.6;120;4286.6;120
36;200;2;3864.2;False;3834.06;TL;3996.8;120;3948;120;4868.2;False;4856.97;TL;5001.2;120;4888.6;120;4074.4;False;4048.95;TL;4195.6;120;4149.2;120;3938.6;False;3906.66;TL;4081.6;120;4050.6;120;3741.2;False;3717.97;TL;3805.4;120;3741.2;120;3669.2;False;3646.48;TL;3834.4;120;3690.4;120
36;200;3;3801.4;False;3792.59;TL;3975.2;120;4213.2;120;4886.4;False;4853.9;TL;5084.6;120;4944.8;120;4055.8;False;4019.44;TL;4217;120;4133.6;120;3926.2;False;3890.84;TL;4112;120;4600.4;120;3712.6;False;3692.94;TL;3835.4;120;3712.6;120;3649.6;False;3620.49;TL;3817.6;120;4279.8;120
36;200;4;3847.2;False;3835.86;TL;3960.2;120;4205.4;120;4889.4;False;4864.78;TL;5039.4;120;4949.4;120;4087.8;False;4054.66;TL;4333.6;120;4185.2;120;3941.8;False;3913.12;TL;4067;120;4607;120;3734.8;False;3708.98;TL;3839.6;120;3802.6;120;3661.2;False;3643.6;TL;3803.8;120;4303.2;120
36;200;5;3826.8;False;3805.82;TL;3947.2;120;3863;120;4777.8;False;4753.1;TL;4920.6;120;5190;120;4089.6;False;4063.42;TL;4256.2;120;4175;120;3945.8;False;3915.59;TL;4058.8;120;3956.8;120;3716;False;3695.4;TL;3833.2;120;3750.6;120;3649.6;False;3629.77;TL;3768.6;120;3688.2;120
36;200;6;3813.4;False;3806.82;TL;3961.2;120;3888.6;120;4924.6;False;4903.01;TL;5111.6;120;5049.6;120;4153.8;False;4114.37;TL;4311.8;120;4196;120;3955.2;False;3936.13;TL;4112.8;120;3969.2;120;3731.6;False;3712.57;TL;3865;120;3779;120;3675;False;3653.93;TL;3725.6;120;4323.2;120
36;200;7;3825.2;False;3817.94;TL;4018.2;120;3892.2;120;4861.6;False;4825.86;TL;4916;120;4876.8;120;4107.2;False;4074.36;TL;4266.6;120;4142.2;120;3954.6;False;3909.71;TL;4179.4;120;3971.6;120;3701.2;False;3685.1;TL;3840.2;120;3764.2;120;3655;False;3629.07;TL;3803.6;120;4282;120
36;200;8;3810.2;False;3798.09;TL;3996.2;120;4057.8;120;4827;False;4798.54;TL;5010.4;120;4879.2;120;4023.8;False;4014.28;TL;4177;120;4049.8;120;3906.2;False;3880.16;TL;4066.2;120;3952.8;120;3704.2;False;3681.9;TL;3858.6;120;3720;120;3629;False;3615.19;TL;3697.2;120;4303;120
36;200;9;3825;False;3818.49;TL;3943.8;120;4660;120;4905;False;4876.06;TL;5063.8;120;5041.6;120;4041.2;False;4015.89;TL;4138.8;120;4063.4;120;3896.6;False;3874.61;TL;4163;120;3928.6;120;3703.4;False;3683.94;TL;3807;120;3820;120;3624.8;False;3604.83;TL;3783;120;3651.8;120
36;200;10;3841.2;False;3822.32;TL;3966.8;120;4060;120;4786.2;False;4775.37;TL;5007;120;4832.8;120;4081.8;False;4048.45;TL;4279.2;120;4081.8;120;3911.8;False;3885.89;TL;4085.4;120;4592.8;120;3729.8;False;3705.87;TL;3876.8;120;3778.4;120;3661.6;False;3639.68;TL;3736.4;120;4320.6;120
36;250;1;4699.8;False;4679.38;TL;4810;120;5743.8;120;5956.8;False;5904.26;TL;6285.6;120;6948.2;120;4968.4;False;4923.31;TL;5967.6;120;5967.6;120;4775;False;4739.67;TL;5662;120;5662;120;4564.2;False;4537.52;TL;4743;120;5452.8;120;4470.6;False;4432.21;TL;5231.4;120;5231.4;120
36;250;2;4676;False;4665.28;TL;4883.6;120;4716.8;120;6016.8;False;5973.22;TL;6197;120;6997.4;120;5044.4;False;5001.82;TL;6035.8;120;6035.8;120;4824.4;False;4789.58;TL;5790.8;120;5790.8;120;4565.2;False;4530.62;TL;4736.6;120;5529.8;120;4504.2;False;4465.65;TL;5311.6;120;5311.6;120
36;250;3;4665.6;False;4642.37;TL;4892.6;120;5656.6;120;5936.8;False;5892.88;TL;6987.2;120;6987.2;120;4935.4;False;4887.46;TL;5872.6;120;5872.6;120;4765.2;False;4732.96;TL;5571.4;120;5571.4;120;4516;False;4464.78;TL;4717.6;120;5521.8;120;4431.2;False;4394.78;TL;5234.4;120;5234.4;120
36;250;4;4806.6;False;4744.8;TL;4938;120;5744.6;120;6007.2;False;5951.68;TL;6203.6;120;7038.4;120;5010.6;False;4976.78;TL;6057.2;120;6057.2;120;4840.4;False;4794.22;TL;5755;120;5755;120;4612.6;False;4563.4;TL;4825.8;120;5538.6;120;4514.6;False;4463.35;TL;5366.2;120;5366.2;120
36;250;5;4699.4;False;4683.06;TL;4951.2;120;5744.4;120;5889.2;False;5853.55;TL;6942;120;6942;120;5004.8;False;4946.53;TL;5909;120;5909;120;4817.6;False;4762.32;TL;5653.8;120;5653.8;120;4565.8;False;4534.5;TL;4895.2;120;5515.6;120;4508;False;4459.08;TL;5247.4;120;5247.4;120
36;250;6;4686.4;False;4669.6;TL;4851.4;120;4719.2;120;5968.4;False;5921.6;TL;6285.6;120;6962.6;120;5033.8;False;4992.46;TL;6051.4;120;6051.4;120;4863.6;False;4795.82;TL;5714;120;5714;120;4575.6;False;4544.8;TL;4709;120;5449.8;120;4500.4;False;4468.17;TL;5297.6;120;5297.6;120
36;250;7;4717;False;4683.25;TL;4961.2;120;5750.8;120;5918.6;False;5894.79;TL;6185.8;120;7011.2;120;4934.8;False;4879.81;TL;5347.6;120;5913;120;4759.8;False;4725.7;TL;5624.2;120;5624.2;120;4568.8;False;4522.83;TL;4715.4;120;5481.4;120;4471.4;False;4428.98;TL;5248.2;120;5248.2;120
36;250;8;4668.8;False;4666.92;TL;4927.4;120;5784;120;6016.6;False;5951.08;TL;6189.6;120;7073.2;120;4856;False;4818.77;TL;5784.6;120;5784.6;120;4722.8;False;4676.5;TL;5552.8;120;5552.8;120;4528;False;4498.11;TL;4711;120;5461.2;120;4436.2;False;4390.71;TL;5195;120;5195;120
36;250;9;4705.2;False;4688.44;TL;4861.8;120;5685.2;120;5945.6;False;5909.05;TL;6977;120;6977;120;4977.6;False;4924.01;TL;5916;120;5916;120;4805.4;False;4754.42;TL;5608.2;120;5608.2;120;4558.8;False;4523.59;TL;4803.6;120;5566;120;4478.2;False;4434.22;TL;5261.2;120;5261.2;120
36;250;10;4664.8;False;4647.62;TL;4796.4;120;4725;120;5878.6;False;5839.52;TL;6118;120;6828.2;120;4965.2;False;4914.64;TL;5957.8;120;5957.8;120;4770.4;False;4724.39;TL;5668.8;120;5668.8;120;4559.8;False;4509.85;TL;4692.2;120;5418.8;120;4438;False;4407.49;TL;5233.6;120;5233.6;120
48;100;1;1599;False;1592.59;TL;1675;120;1608.2;120;2045.4;False;2038.62;TL;2151;120;2140.4;120;1770.2;False;1764.53;TL;1844.8;120;1772.2;120;1709.2;False;1696.61;TL;1788.2;120;1937.2;120;1562.2;False;1550.99;TL;1675.4;120;1574.2;120;1528.4;False;1526.53;TL;1643.8;120;1712.8;120
48;100;2;1588.8;False;1585.54;TL;1614.8;120;1588.8;120;2071.6;False;2066.39;TL;2238.6;120;2093.6;120;1770.4;False;1769.9;TL;1814.8;120;1799.8;120;1707.8;False;1690.76;TL;1821;120;1823.8;120;1549.2;False;1542.28;TL;1662.2;120;1551;120;1530;False;1525.42;TL;1645;120;1691.4;120
48;100;3;1580.2;False;1576.87;TL;1672;120;1580.2;120;2088.2;True;2088.2;3259.25;2204.4;120;2096.2;120;1785.8;False;1777.21;TL;1889.4;120;1797;120;1705.2;False;1693.32;TL;1789.6;120;1752.4;120;1553.4;False;1546.48;TL;1670.6;120;1556.2;120;1535.2;False;1527.02;TL;1607.4;120;1762;120
48;100;4;1577.4;True;1577.4;864.53;1677.4;120;1581.4;120;2087.4;False;2077.85;TL;2203.6;120;2125.8;120;1778.4;True;1778.4;2983.04;1807.4;120;1824.4;120;1693.6;False;1681.03;TL;1779.4;120;1791.4;120;1548.4;False;1542.34;TL;1592.2;120;1549.4;120;1526.8;False;1522.24;TL;1653.6;120;1671;120
48;100;5;1606.2;True;1606.2;3535.07;1714.4;120;1606.2;120;2083.8;True;2083.8;3354.88;2190.4;120;2092.8;120;1769.8;False;1764.39;TL;1865.6;120;1778.2;120;1690.2;False;1689.03;TL;1802.2;120;1782.2;120;1553.4;True;1553.4;3373.83;1581.8;120;1569.4;120;1533.2;False;1532.79;TL;1622.8;120;1733.2;120
48;100;6;1657.2;False;1651.44;TL;1790.8;120;1658.6;120;2152.2;True;2152.2;696.66;2299.4;120;2188;120;1781.2;False;1775.38;TL;1917.4;120;1819.2;120;1718.2;False;1706.92;TL;2047.4;120;2047.4;120;1613.4;False;1598.82;TL;1722;120;1676.2;120;1580.2;False;1567.1;TL;1711.4;120;1774.6;120
48;100;7;1583.4;False;1582.64;TL;1719.2;120;1614.4;120;2049.4;False;2045.75;TL;2112.2;120;2073.4;120;1774.2;False;1769.55;TL;1809.4;120;1817.4;120;1687;False;1672.94;TL;1772.6;120;1776.2;120;1545;False;1539.12;TL;1618.4;120;1560.6;120;1522.2;False;1517.54;TL;1625.2;120;1522.2;120
48;100;8;1569.8;False;1564.68;TL;1595.6;120;1571.8;120;2047.8;False;2034.36;TL;2169.2;120;2075.8;120;1754.6;False;1750.43;TL;1865;120;1778.8;120;1661.8;False;1653.28;TL;1709.6;120;1716.6;120;1528;False;1525.8;TL;1562.2;120;1533;120;1511;False;1503.67;TL;1605.2;120;1755.6;120
48;100;9;1606.8;False;1606.25;TL;1626.2;120;1617.8;120;2063.2;False;2061.88;TL;2220.4;120;2100.2;120;1792.4;False;1782.52;TL;1913.6;120;1799.4;120;1707.4;False;1692.34;TL;1831.2;120;1964.4;120;1553.4;False;1545.34;TL;1566.2;120;1564;120;1532.4;False;1527.14;TL;1651.8;120;1722;120
48;100;10;1619;False;1614.36;TL;1720.8;120;1622;120;2106.8;False;2092.34;TL;2131;120;2422;120;1801;False;1788.65;TL;1947;120;2004.6;120;1713.8;False;1705.04;TL;2036;120;2036;120;1572.2;False;1566.27;TL;1666.6;120;1586;120;1549;False;1543.56;TL;1663.6;120;1803.6;120
48;150;1;2320.2;False;2294.53;TL;2425.6;120;2484.4;120;2997.2;False;2971.85;TL;3177.2;120;3121.6;120;2535.2;False;2496.47;TL;3093.8;120;3093.8;120;2411.2;False;2393.69;TL;2872;120;2872;120;2249.4;False;2213.64;TL;2420.8;120;2303.6;120;2213.2;False;2186.61;TL;2635;120;2635;120
48;150;2;2267;False;2258.62;TL;2416.6;120;2398;120;3019.2;False;2979.9;TL;3263;120;3059.6;120;2517.8;False;2498.16;TL;2639.8;120;3104.4;120;2394;False;2373.54;TL;2879.8;120;2879.8;120;2214.6;False;2200.32;TL;2341;120;2315.6;120;2210.6;False;2174.23;TL;2560;120;2560;120
48;150;3;2276.2;False;2266.08;TL;2402.6;120;2428.2;120;2967;False;2952.84;TL;3136.2;120;3096.6;120;2544.6;False;2507.3;TL;3046.6;120;3046.6;120;2428.6;False;2394.78;TL;2939.4;120;2939.4;120;2216.4;False;2205.38;TL;2353.4;120;2369.6;120;2200.2;False;2177.99;TL;2588;120;2588;120
48;150;4;2294.4;False;2268.37;TL;2429.6;120;2426.8;120;3010;False;2990.11;TL;3178.8;120;3078.8;120;2507.2;False;2481.78;TL;3034.4;120;3034.4;120;2407.2;False;2380.76;TL;2897.8;120;2897.8;120;2228.6;False;2210.43;TL;2346.8;120;2327.2;120;2182.8;False;2171.6;TL;2613.6;120;2613.6;120
48;150;5;2300.6;False;2298.27;TL;2447.2;120;2331.6;120;3054.8;False;3019.82;TL;3199.2;120;3293.8;120;2484.6;False;2458.8;TL;2966.6;120;2966.6;120;2419.8;False;2386.48;TL;2898.4;120;2898.4;120;2240.8;False;2222.89;TL;2372.6;120;2319.2;120;2222.4;False;2194.41;TL;2625.8;120;2625.8;120
48;150;6;2289.2;False;2276.32;TL;2402.4;120;2296.4;120;2987.4;False;2959.04;TL;3144.8;120;3537.8;120;2539.4;False;2512.01;TL;3109.8;120;3109.8;120;2437.6;False;2400.76;TL;2918.6;120;2918.6;120;2230.6;False;2217.99;TL;2355.8;120;2331.4;120;2200.6;False;2181.22;TL;2653;120;2653;120
48;150;7;2281.6;False;2262.34;TL;2413.8;120;2314.8;120;3023;False;2993.28;TL;3566.8;120;3175.6;120;2538.2;False;2502.17;TL;3078;120;3078;120;2444.2;False;2393.04;TL;2951.8;120;2951.8;120;2236.6;False;2207.39;TL;2378;120;2336.2;120;2217.8;False;2181.83;TL;2621;120;2621;120
48;150;8;2280.2;False;2271.5;TL;2418.4;120;2314.8;120;2986;False;2955.21;TL;3550.8;120;3186;120;2585.2;False;2543.69;TL;3083.2;120;3083.2;120;2451;False;2417.28;TL;2894.2;120;2894.2;120;2238.6;False;2218.55;TL;2370;120;2382.2;120;2210;False;2192.76;TL;2606.4;120;2606.4;120
48;150;9;2268.4;False;2253.89;TL;2499.6;120;2422.8;120;3017;False;2978.65;TL;3305;120;3122.8;120;2510;False;2491.24;TL;3076.2;120;3076.2;120;2395.4;False;2367.53;TL;2896.8;120;2896.8;120;2200.6;False;2187.17;TL;2404.8;120;2262.2;120;2185.6;False;2163.69;TL;2579.8;120;2579.8;120
48;150;10;2271.8;False;2256.62;TL;2398;120;2373.4;120;3038;False;3001.19;TL;3621.8;120;3157.2;120;2527.2;False;2485.99;TL;3121.2;120;3121.2;120;2410;False;2374.62;TL;2938;120;2938;120;2217.6;False;2198.51;TL;2328;120;2321.4;120;2191.4;False;2166.52;TL;2609.8;120;2609.8;120
48;200;1;2960;False;2923.46;TL;3236.2;120;3688.2;120;3859.4;False;3825.59;TL;4278.6;120;4701.4;120;3243;False;3192.72;TL;4010.8;120;4010.8;120;3120.2;False;3057.57;TL;3786.8;120;3786.8;120;2878.6;False;2863.18;TL;3108;120;3515;120;2863.2;False;2819.53;TL;3434.6;120;3434.6;120
48;200;2;2942.2;False;2922.37;TL;3280;120;3671.6;120;3891.8;False;3836.44;TL;4267;120;4684.8;120;3279.4;False;3228.2;TL;4046;120;4046;120;3137.6;False;3096.88;TL;3818;120;3818;120;2899.8;False;2868.57;TL;3112.2;120;3542.4;120;2867.2;False;2829.69;TL;3458.2;120;3458.2;120
48;200;3;2910;False;2888.98;TL;3235.6;120;3703.4;120;3846.2;False;3823.97;TL;4607.4;120;4607.4;120;3287.6;False;3204.21;TL;3959.8;120;3959.8;120;3150.2;False;3083.42;TL;3728.2;120;3728.2;120;2858.6;False;2843.64;TL;3087.2;120;3565.4;120;2827.4;False;2806.68;TL;3418.6;120;3418.6;120
48;200;4;2944.6;False;2922.47;TL;3186.6;120;3699.8;120;3870.2;False;3831.66;TL;4174.2;120;4633;120;3276.4;False;3234.26;TL;4024;120;4024;120;3149.4;False;3100.54;TL;3818;120;3818;120;2890.8;False;2860.42;TL;3102.4;120;3576.2;120;2857.6;False;2826.42;TL;3480.2;120;3480.2;120
48;200;5;2929;False;2902.73;TL;3155.6;120;3002.4;120;3779.6;False;3750.74;TL;4056;120;4550.2;120;3278.6;False;3231.87;TL;4039.8;120;4039.8;120;3141.2;False;3098.87;TL;3785.6;120;3785.6;120;2879;False;2850.35;TL;3123.4;120;3567.6;120;2849.2;False;2817.17;TL;3448.2;120;3448.2;120
48;200;6;2933.6;False;2917.14;TL;3174.2;120;2959;120;3904.8;False;3854.41;TL;4185.2;120;4728;120;3328;False;3262.89;TL;4167;120;4167;120;3148.2;False;3107.19;TL;3874.6;120;3874.6;120;2878.2;False;2849.8;TL;3115.6;120;3600;120;2864.4;False;2825.39;TL;3495.8;120;3495.8;120
48;200;7;2918.4;False;2901.4;TL;3680.2;120;3680.2;120;3848.4;False;3801.75;TL;4433;120;4592.2;120;3283;False;3246.63;TL;4110.8;120;4110.8;120;3147.2;False;3094.14;TL;3778.8;120;3778.8;120;2860.8;False;2840.52;TL;3073.8;120;3553.2;120;2848.2;False;2814.51;TL;3444.4;120;3444.4;120
48;200;8;2923.8;False;2903.73;TL;3183.8;120;3583;120;3819.4;False;3783.81;TL;4597;120;4597;120;3244.8;False;3206;TL;3964.4;120;3964.4;120;3136.2;False;3083.78;TL;3785.2;120;3785.2;120;2872;False;2847.94;TL;3070.8;120;3543.4;120;2850;False;2811.7;TL;3411.2;120;3411.2;120
48;200;9;2936.4;False;2916.09;TL;3294.2;120;3610.4;120;3878.2;False;3839.18;TL;4227.2;120;4694.8;120;3255.4;False;3214.72;TL;4022;120;4022;120;3136.6;False;3084.21;TL;3749.2;120;3749.2;120;2866.6;False;2852.01;TL;3099;120;3547.4;120;2850.6;False;2812.11;TL;3398;120;3398;120
48;200;10;2925.4;False;2919.27;TL;3257.2;120;3603.8;120;3813.6;False;3771.95;TL;4122;120;4574.4;120;3266;False;3215.82;TL;4118;120;4118;120;3127;False;3075.55;TL;3806;120;3806;120;2894;False;2864.39;TL;3202.4;120;3561;120;2855.4;False;2825.04;TL;3446.8;120;3446.8;120
48;250;1;3671.8;False;3622.8;TL;4609.4;120;4609.4;120;4781.8;False;4699.26;TL;5703.4;120;5703.4;120;4037.8;False;3974.06;TL;4983.8;120;4983.8;120;3895.2;False;3812.81;TL;4695.8;120;4695.8;120;3585.6;False;3549.21;TL;4447.8;120;4447.8;120;3536.4;False;3493.38;TL;4240;120;4240;120
48;250;2;3663.2;False;3625.72;TL;4581.4;120;4581.4;120;4838.6;False;4766.59;TL;5741.4;120;5741.4;120;4175.4;False;4026.89;TL;5085;120;5085;120;3948;False;3845.48;TL;4790.8;120;4790.8;120;3601.2;False;3561.62;TL;4423.6;120;4423.6;120;3587.8;False;3518.33;TL;4341.4;120;4341.4;120
48;250;3;3637.6;False;3600.56;TL;4642.6;120;4642.6;120;4776;False;4693.9;TL;5747.2;120;5747.2;120;4018.2;False;3937.68;TL;4858.2;120;4858.2;120;3891.6;False;3794.02;TL;4666;120;4666;120;3541.4;False;3508.7;TL;4439.6;120;4439.6;120;3538.4;False;3464.07;TL;4306.4;120;4306.4;120
48;250;4;3722.2;False;3684.22;TL;4617.6;120;4617.6;120;4815.4;False;4753.98;TL;5757;120;5757;120;4084.2;False;4006.97;TL;5022.6;120;5022.6;120;4014;False;3844.55;TL;4804.8;120;4804.8;120;3626.2;False;3579.93;TL;4500.4;120;4500.4;120;3602.8;False;3523.98;TL;4266.8;120;4266.8;120
48;250;5;3653.4;False;3632.37;TL;4652.8;120;4652.8;120;4739.4;False;4672.14;TL;5703.4;120;5703.4;120;4054.8;False;3980.52;TL;5000.8;120;5000.8;120;3887.2;False;3812.94;TL;4768.8;120;4768.8;120;3584;False;3555.42;TL;4410.2;120;4410.2;120;3585;False;3509.59;TL;4321.8;120;4321.8;120
48;250;6;3672;False;3623.61;TL;4612.2;120;4612.2;120;4789.8;False;4722.14;TL;5733.8;120;5733.8;120;4107.6;False;4016.49;TL;5035.8;120;5035.8;120;3932.4;False;3852.4;TL;4819;120;4819;120;3598.6;False;3559.36;TL;4402.2;120;4402.2;120;3611.4;False;3518.25;TL;4230;120;4230;120
48;250;7;3664;False;3628.34;TL;4579.2;120;4579.2;120;4765.2;False;4708.32;TL;5725.6;120;5725.6;120;4008.8;False;3937.68;TL;4939;120;4939;120;3861.6;False;3791.07;TL;4671.4;120;4671.4;120;3580;False;3543.48;TL;4437.2;120;4437.2;120;3558;False;3492.03;TL;4209.6;120;4209.6;120
48;250;8;3655.6;False;3612.92;TL;4564.8;120;4564.8;120;4816.6;False;4750.27;TL;5771.4;120;5771.4;120;3950.2;False;3879.31;TL;4817;120;4817;120;3834.6;False;3754.18;TL;4631.2;120;4631.2;120;3561.6;False;3527.16;TL;4364.6;120;4364.6;120;3529.6;False;3464.58;TL;4247;120;4247;120
48;250;9;3670.2;False;3640.51;TL;4617.6;120;4617.6;120;4778.6;False;4715.67;TL;5769.8;120;5769.8;120;4042.6;False;3963.63;TL;4940;120;4940;120;3878.2;False;3818.64;TL;4663.2;120;4663.2;120;3609.4;False;3553.95;TL;4472.2;120;4472.2;120;3553.4;False;3499.6;TL;4243.4;120;4243.4;120
48;250;10;3666.6;False;3614.35;TL;4530.2;120;4530.2;120;4754.8;False;4661.73;TL;5668;120;5668;120;4055;False;3963.87;TL;5017;120;5017;120;3867.6;False;3793.06;TL;4726.8;120;4726.8;120;3595.4;False;3537;TL;4378.8;120;4378.8;120;3552.2;False;3479.33;TL;4190.8;120;4190.8;120
60;100;1;1292.8;False;1290.92;TL;1415;120;1292.8;120;1689.4;False;1677.91;TL;1829.8;120;1709.6;120;1486.8;False;1468.54;TL;1829;120;1829;120;1413.8;False;1402.09;TL;1682;120;1682;120;1270;False;1258.18;TL;1471.2;120;1273.8;120;1246.8;False;1234.63;TL;1499.8;120;1499.8;120
60;100;2;1279.6;False;1273.88;TL;1406;120;1302.4;120;1706;False;1698.06;TL;1854;120;1707;120;1478.6;False;1470.13;TL;1843.6;120;1843.6;120;1416.6;False;1400.43;TL;1737.4;120;1737.4;120;1250;False;1245.19;TL;1354.2;120;1268.8;120;1247.8;False;1235.98;TL;1478.2;120;1478.2;120
60;100;3;1290;False;1286.79;TL;1408.2;120;1290;120;1730;False;1718.08;TL;1902;120;1749;120;1508.6;False;1488.79;TL;1846.2;120;1846.2;120;1426;False;1404.91;TL;1717.8;120;1717.8;120;1256.4;False;1250.21;TL;1373.4;120;1278;120;1243.2;False;1235.84;TL;1495.6;120;1495.6;120
60;100;4;1296.6;False;1289.89;TL;1403.2;120;1300.8;120;1722;False;1712.51;TL;1869.8;120;1731;120;1503;False;1483.11;TL;1835.2;120;1835.2;120;1411.2;False;1394.11;TL;1702.8;120;1702.8;120;1250.4;False;1247.92;TL;1384.6;120;1269.2;120;1239.4;False;1235.32;TL;1471.6;120;1471.6;120
60;100;5;1304.8;False;1302.46;TL;1426.2;120;1321.8;120;1724;False;1712.15;TL;1866.2;120;1730;120;1482;False;1473.85;TL;1795.8;120;1795.8;120;1420;False;1402.6;TL;1697;120;1697;120;1253;False;1251.96;TL;1380.2;120;1281.6;120;1252.8;False;1240.53;TL;1439.6;120;1439.6;120
60;100;6;1325.8;True;1325.8;3025.82;1467.6;120;1325.8;120;1781.2;False;1771.55;TL;2103.8;120;1794.4;120;1481.4;False;1472.85;TL;1805.6;120;1805.6;120;1429.4;False;1408.78;TL;1711.6;120;1711.6;120;1296.4;False;1286.14;TL;1429.6;120;1316.4;120;1277.4;False;1264.75;TL;1512.8;120;1512.8;120
60;100;7;1287.4;False;1284.02;TL;1392;120;1287.4;120;1691.2;False;1684.26;TL;1839.6;120;1842.4;120;1481.6;False;1471.45;TL;1755;120;1755;120;1407.6;False;1387.2;TL;1689;120;1689;120;1255.4;False;1243.37;TL;1368.8;120;1276.2;120;1238.4;False;1229.37;TL;1472.8;120;1472.8;120
60;100;8;1271.6;False;1269.29;TL;1394.8;120;1284.4;120;1692.8;False;1678.93;TL;1850.4;120;1701.2;120;1479.4;False;1463.41;TL;1801.2;120;1801.2;120;1404.2;False;1376.61;TL;1664.4;120;1664.4;120;1245.6;False;1233.87;TL;1432.6;120;1271.4;120;1240.2;False;1219.27;TL;1438.2;120;1438.2;120
60;100;9;1298;False;1295.92;TL;1413.4;120;1298.2;120;1707.8;False;1701.5;TL;1841.4;120;1720;120;1498;False;1483.46;TL;1812;120;1812;120;1430.8;False;1401.93;TL;1644;120;1644;120;1246.2;True;1246.2;1836.67;1358.2;120;1255.8;120;1239.2;False;1234.52;TL;1461.8;120;1461.8;120
60;100;10;1316.6;False;1312.95;TL;1450;120;1323.6;120;1737.4;False;1719.43;TL;1889.6;120;1744.4;120;1505.8;False;1486.57;TL;1830.8;120;1830.8;120;1433;False;1410.54;TL;1718.6;120;1718.6;120;1273;False;1263.42;TL;1398.2;120;1284.8;120;1256.8;False;1245.25;TL;1482.2;120;1482.2;120
60;150;1;1887.6;False;1873.85;TL;2129.2;120;2334.6;120;2522.4;False;2472.39;TL;3004;120;3004;120;2157.6;False;2099.66;TL;2665.4;120;2665.4;120;2071.8;False;2006.43;TL;2471.4;120;2471.4;120;1845.8;False;1811.17;TL;2246.8;120;2246.8;120;1817;False;1790.51;TL;2183.8;120;2183.8;120
