;;;traversal;traversal;traversal;traversal;traversal;traversal;traversal;traversal;return;return;return;return;return;return;return;return;midpoint;midpoint;midpoint;midpoint;midpoint;midpoint;midpoint;midpoint;largest gap;largest gap;largest gap;largest gap;largest gap;largest gap;largest gap;largest gap;combined;combined;combined;combined;combined;combined;combined;combined;optimal;optimal;optimal;optimal;optimal;optimal;optimal;optimal
;;;;;BPC;BPC;SC-2;SC-2;BPC-DF-2;BPC-DF-2;;;BPC;BPC;SC-2;SC-2;BPC-DF-2;BPC-DF-2;;;BPC;BPC;SC-2;SC-2;BPC-DF-2;BPC-DF-2;;;BPC;BPC;SC-2;SC-2;BPC-DF-2;BPC-DF-2;;;BPC;BPC;SC-2;SC-2;BPC-DF-2;BPC-DF-2;;;BPC;BPC;SC-2;SC-2;BPC-DF-2;BPC-DF-2
capacity;numOrders;instNum;BKS;BKS_is_opt;LB tree;runtime;UB;runtime;UB;runtime;BKS;BKS_is_opt;LB tree;runtime;UB;runtime;UB;runtime;BKS;BKS_is_opt;LB tree;runtime;UB;runtime;UB;runtime;BKS;BKS_is_opt;LB tree;runtime;UB;runtime;UB;runtime;BKS;BKS_is_opt;LB tree;runtime;UB;runtime;UB;runtime;BKS;BKS_is_opt;LB tree;runtime;UB;runtime;UB;runtime
60;50;6;760.4;True;760.4;2185.93;820.8;120;764.6;120;972.2;True;972.2;41.27;990.6;43.63;972.2;21.91;890.4;True;890.4;132.87;958.4;120;890.4;120;838.4;True;838.4;443.69;908.4;120;840.4;120;737.6;True;737.6;110.65;762.8;120;738.4;120;725.4;True;725.4;35.65;754.8;111.67;725.4;32.93
60;50;7;676.6;True;676.6;688.38;686.4;73.06;686.2;120;893.2;True;893.2;382.26;916.4;66.41;900.2;120;753.4;True;753.4;1574.99;763.6;120;827;120;720.4;True;720.4;1962.25;828.2;120;828.2;120;654.2;False;653.63;TL;662.4;85.04;668.4;120;644.4;False;641.33;TL;721.4;120;721.4;120
60;50;8;686.4;False;681.76;TL;686.4;91.39;686.4;120;907.4;True;907.4;151.42;941;120;1034;120;769.4;True;769.4;1735.73;793.4;120;844.8;120;723.4;True;723.4;178.92;835.6;120;835.6;120;663.8;True;663.8;3543.59;670.8;90.27;667.4;120;653.4;True;653.4;2204.43;668.2;120;721.6;120
60;50;9;674.6;True;674.6;561.28;681.6;120;676.8;120;900.6;True;900.6;591.38;914.4;118.23;900.6;120;780.6;True;780.6;882.26;783.6;63.52;780.6;120;734.8;True;734.8;736.23;742.6;114;746.6;120;656.6;True;656.6;2525.44;756.4;120;662.6;120;647.8;True;647.8;938.32;736.2;120;662.2;120
60;50;10;765;False;762.67;TL;779.4;89.15;765;120;1014;True;1014;13.47;1014;10.51;1014;8.81;876.2;True;876.2;67.02;880.2;42.07;876.2;74.38;841.2;True;841.2;394.89;852.2;73.15;844;120;740;True;740;77.09;755.8;79.39;740;91.78;730.8;True;730.8;93.7;785.8;120;730.8;120
60;60;1;825.6;False;820.41;TL;871;120;829.8;120;1065.8;False;1062.38;TL;1244.2;120;1143.4;120;957.8;False;953.21;TL;1092;120;1092;120;892.8;True;892.8;1190.6;1051.4;120;1051.4;120;806;False;804.06;TL;824.4;120;809.8;120;794.4;True;794.4;3066.91;914.4;120;914.4;120
60;60;2;796.8;False;790.04;TL;796.8;120;801;120;1075.8;False;1071.26;TL;1102.8;120;1124.8;120;915.8;False;909.05;TL;1072.2;120;1072.2;120;868.8;False;864.76;TL;1018.8;120;1018.8;120;767.4;False;766.75;TL;776.2;120;779.4;120;761.2;False;759.61;TL;870.2;120;870.2;120
60;60;3;890;True;890;771.05;936;120;893;120;1155.6;True;1155.6;72.94;1242.2;120;1155.6;56.38;1028.2;True;1028.2;135.24;1097.2;120;1031.2;120;970.6;True;970.6;2095.19;1028.4;120;997.4;120;856.8;True;856.8;29.93;869.4;61.16;856.8;41.94;851.2;True;851.2;2409.02;902.2;120;852.4;120
60;60;4;792;True;792;1527.17;792;28.49;792;120;1060.8;True;1060.63;TL;1209.8;120;1066;120;940.2;True;940.2;787.45;968.8;120;946;120;878.2;True;878.2;1687.06;1012;120;1012;120;782.8;False;781.12;TL;901.6;120;787.8;120;767.8;False;766.52;TL;859.8;120;821.4;120
60;60;5;940.8;False;939.4;TL;951.6;120;945.6;120;1254.8;True;1254.8;166.38;1276.8;105.72;1260.8;120;1083.6;False;1083.3;TL;1109;120;1147;120;1024.6;True;1024.6;1989.17;1053.2;120;1055.2;120;924.6;True;924.6;3124.7;939.2;120;932.6;120;909.2;True;909.2;1305.7;929.4;120;917.6;120
