;;;traversal;traversal;traversal;traversal;traversal;traversal;traversal;traversal;return;return;return;return;return;return;return;return;midpoint;midpoint;midpoint;midpoint;midpoint;midpoint;midpoint;midpoint;largest gap;largest gap;largest gap;largest gap;largest gap;largest gap;largest gap;largest gap;combined;combined;combined;combined;combined;combined;combined;combined;optimal;optimal;optimal;optimal;optimal;optimal;optimal;optimal
;;;;;BPC;BPC;SC-2;SC-2;BPC-DF-2;BPC-DF-2;;;BPC;BPC;SC-2;SC-2;BPC-DF-2;BPC-DF-2;;;BPC;BPC;SC-2;SC-2;BPC-DF-2;BPC-DF-2;;;BPC;BPC;SC-2;SC-2;BPC-DF-2;BPC-DF-2;;;BPC;BPC;SC-2;SC-2;BPC-DF-2;BPC-DF-2;;;BPC;BPC;SC-2;SC-2;BPC-DF-2;BPC-DF-2
capacity;numOrders;instNum;BKS;BKS_is_opt;LB tree;runtime;UB;runtime;UB;runtime;BKS;BKS_is_opt;LB tree;runtime;UB;runtime;UB;runtime;BKS;BKS_is_opt;LB tree;runtime;UB;runtime;UB;runtime;BKS;BKS_is_opt;LB tree;runtime;UB;runtime;UB;runtime;BKS;BKS_is_opt;LB tree;runtime;UB;runtime;UB;runtime;BKS;BKS_is_opt;LB tree;runtime;UB;runtime;UB;runtime
24;60;4;1730.2;True;1730.20;13.42;1730.2;0.56;1730.2;11.76;2093.0;True;2093.00;1.89;2093.0;0.48;2093.0;0.66;1755.2;True;1755.20;4.14;1760.2;1.11;1755.2;1.80;1676.4;True;1676.40;2.19;1676.4;0.38;1676.4;0.63;1640.0;True;1640.00;5.45;1640.0;1.87;1640.0;10.49;1582.0;True;1582.00;7.17;1583.8;0.92;1582.0;5.36
24;60;5;1991.6;True;1991.60;0.15;1991.6;0.15;1991.6;0.30;2450.4;True;2450.40;1.27;2451.4;0.30;2450.4;0.75;1973.6;True;1973.60;1.92;1973.6;0.53;1973.6;0.82;1925.6;True;1925.60;4.39;1925.6;0.63;1925.6;1.64;1880.4;True;1880.40;3.31;1882.6;0.63;1880.4;1.70;1819.6;True;1819.60;13.72;1822.2;2.02;1819.6;7.32
24;60;6;2127.6;True;2127.60;12.43;2127.6;0.92;2127.6;9.61;2501.6;True;2501.60;2.72;2501.6;1.01;2501.6;1.49;2177.2;True;2177.20;3.19;2177.2;0.29;2177.2;1.12;2076.2;True;2076.20;2.23;2079.4;0.62;2076.2;0.63;2012.2;True;2012.20;2.61;2017.2;1.44;2012.2;0.79;1950.8;True;1950.80;3.43;1950.8;0.66;1950.8;1.21
24;60;7;2062.2;True;2062.20;7.54;2072.8;3.57;2062.2;33.46;2463.8;True;2463.80;1.86;2463.8;0.96;2463.8;0.52;1971.6;True;1971.60;1.50;1971.6;0.56;1971.6;1.08;1941.4;True;1941.40;40.67;1941.4;1.32;1941.4;19.56;1923.4;True;1923.40;16.57;1929.2;1.44;1923.4;10.36;1852.4;True;1852.40;10.22;1862.4;3.58;1852.4;12.43
24;60;8;1947.8;True;1947.80;5.47;1947.8;0.57;1947.8;0.94;2397.8;True;2397.80;5.65;2399.8;1.29;2397.8;2.06;1998.0;True;1998.00;13.22;2003.0;1.80;1998.0;5.26;1911.2;True;1911.20;16.96;1913.8;2.25;1911.2;7.12;1852.0;True;1852.00;13.86;1852.0;1.20;1852.0;8.55;1798.4;True;1798.40;5.54;1798.4;1.05;1798.4;2.38
24;60;9;1591.8;True;1591.80;8.04;1596.0;1.70;1591.8;6.25;1957.2;True;1957.20;4.93;1958.2;1.02;1957.2;1.92;1633.8;True;1633.80;11.00;1633.8;0.61;1633.8;4.24;1568.0;True;1568.00;37.77;1569.0;4.15;1568.0;21.44;1518.2;True;1518.20;8.04;1519.4;1.25;1518.2;3.17;1473.2;True;1473.20;11.32;1476.8;4.83;1473.2;11.27
24;60;10;1940.2;True;1940.20;1.91;1940.2;1.16;1940.2;1.02;2351.0;True;2351.00;2.22;2351.0;0.66;2351.0;0.79;1979.6;True;1979.60;7.07;1979.6;1.52;1979.6;3.91;1884.8;True;1884.80;6.39;1888.6;1.65;1884.8;2.64;1837.4;True;1837.40;4.25;1837.4;1.46;1837.4;1.42;1774.0;True;1774.00;0.72;1776.0;1.96;1774.0;0.74
24;70;1;2173.8;True;2173.80;12.90;2180.8;6.94;2173.8;35.94;2597.8;True;2597.80;57.64;2601.2;17.17;2597.8;78.14;2163.8;True;2163.80;39.81;2164.8;2.84;2163.8;63.59;2075.0;True;2075.00;289.91;2080.0;6.80;2077.0;120.00;2069.0;True;2069.00;652.53;2069.0;3.36;2073.2;120.00;1985.4;True;1985.40;106.05;1987.6;10.07;1985.4;120.00
24;70;2;2308.6;True;2308.60;8.85;2308.6;3.08;2308.6;2.07;2775.4;True;2775.40;41.82;2775.4;3.63;2775.4;17.23;2194.8;True;2194.80;25.56;2196.8;2.62;2194.8;23.04;2144.8;True;2144.80;32.68;2146.0;3.47;2144.8;34.70;2164.6;True;2164.60;44.52;2168.8;5.69;2164.6;120.00;2040.0;True;2040.00;5.90;2040.0;4.18;2040.0;3.42
24;70;3;2409.0;True;2409.00;109.43;2412.0;3.96;2409.0;120.00;2922.8;True;2922.80;9.73;2924.0;1.14;2922.8;3.20;2375.4;True;2375.40;5.61;2375.4;0.60;2375.4;2.00;2306.4;True;2306.40;15.86;2306.4;1.05;2306.4;5.59;2250.2;True;2250.20;18.16;2251.4;1.45;2250.2;6.49;2176.0;True;2176.00;3.40;2179.2;1.53;2176.0;2.21
